speed,rpm,fuel,lat,lon,throttle,temp,timestamp
196,5984,69.43,3.235499,5.871099,43,99.87,2025-12-16T20:41:41.786056
199,6000,69.41,3.235503,5.871103,39,100,2025-12-16T20:41:41.886922
198,6000,69.36,3.23553,5.87113,44,100,2025-12-16T20:41:41.988061
198,6000,69.33,3.235468,5.871068,41,100,2025-12-16T20:41:42.088752
200,5971,69.3,3.23545,5.87105,44,100,2025-12-16T20:41:42.189518
199,6000,69.26,3.235444,5.871044,43,100,2025-12-16T20:41:42.290302
200,6000,69.24,3.235467,5.871067,38,99.92,2025-12-16T20:41:42.390662
200,6000,69.19,3.235529,5.871129,40,100,2025-12-16T20:41:42.491397
200,6000,69.18,3.235593,5.871193,39,100,2025-12-16T20:41:42.592267
199,5968,69.13,3.235517,5.871117,38,100,2025-12-16T20:41:42.693171
199,6000,69.1,3.235599,5.871199,38,99.92,2025-12-16T20:41:42.794527
200,6000,69.08,3.235671,5.871271,43,100,2025-12-16T20:41:42.894973
200,6000,69.04,3.235768,5.871368,46,99.92,2025-12-16T20:41:42.995893
200,6000,69.0,3.235861,5.871461,41,99.75,2025-12-16T20:41:43.097056
198,5991,68.99,3.235795,5.871395,46,99.91,2025-12-16T20:41:43.197950
197,5974,68.97,3.23582,5.87142,45,100,2025-12-16T20:41:43.298407
198,6000,68.93,3.235891,5.871491,50,100,2025-12-16T20:41:43.398890
196,5965,68.9,3.235811,5.871411,49,99.81,2025-12-16T20:41:43.499506
195,5971,68.87,3.235796,5.871396,53,100,2025-12-16T20:41:43.600424
193,5945,68.83,3.235738,5.871338,55,100,2025-12-16T20:41:43.701345
192,5983,68.79,3.235661,5.871261,52,100,2025-12-16T20:41:43.801947
194,6000,68.77,3.235724,5.871324,57,99.98,2025-12-16T20:41:43.902284
193,6000,68.73,3.235699,5.871299,59,100.0,2025-12-16T20:41:44.002787
192,6000,68.69,3.235638,5.871238,56,100,2025-12-16T20:41:44.103616
194,6000,68.67,3.235549,5.871149,59,100,2025-12-16T20:41:44.204321
196,6000,68.65,3.235566,5.871166,62,100,2025-12-16T20:41:44.304636
198,6000,68.62,3.235647,5.871247,58,100,2025-12-16T20:41:44.405075
200,5999,68.6,3.235721,5.871321,62,99.92,2025-12-16T20:41:44.505398
199,6000,68.57,3.235811,5.871411,65,99.73,2025-12-16T20:41:44.605925
200,6000,68.53,3.235773,5.871373,60,100,2025-12-16T20:41:44.706272
199,5951,68.51,3.235716,5.871316,63,99.97,2025-12-16T20:41:44.806745
200,5916,68.49,3.235688,5.871288,62,100,2025-12-16T20:41:44.907430
200,6000,68.44,3.235613,5.871213,62,100,2025-12-16T20:41:45.007977
200,6000,68.41,3.235521,5.871121,60,100,2025-12-16T20:41:45.109121
200,6000,68.39,3.235617,5.871217,62,100,2025-12-16T20:41:45.210312
200,6000,68.35,3.235562,5.871162,59,99.9,2025-12-16T20:41:45.310919
198,6000,68.31,3.235662,5.871262,58,100,2025-12-16T20:41:45.411304
200,6000,68.3,3.235745,5.871345,62,100,2025-12-16T20:41:45.511897
200,5983,68.28,3.23574,5.87134,60,100,2025-12-16T20:41:45.612736
199,5958,68.23,3.235649,5.871249,59,99.91,2025-12-16T20:41:45.713744
197,5940,68.21,3.235577,5.871177,61,100,2025-12-16T20:41:45.814550
196,5970,68.18,3.235655,5.871255,59,99.8,2025-12-16T20:41:45.915193
199,6000,68.13,3.2356,5.8712,56,99.61,2025-12-16T20:41:46.015674
200,5965,68.1,3.235608,5.871208,52,99.92,2025-12-16T20:41:46.116255
200,6000,68.06,3.235615,5.871215,55,100,2025-12-16T20:41:46.216965
200,5964,68.01,3.235687,5.871287,54,100,2025-12-16T20:41:46.318154
199,6000,67.99,3.235655,5.871255,58,100,2025-12-16T20:41:46.418949
198,6000,67.95,3.235746,5.871346,56,100.0,2025-12-16T20:41:46.520097
200,6000,67.91,3.235799,5.871399,59,100,2025-12-16T20:41:46.620850
200,6000,67.88,3.235759,5.871359,54,99.83,2025-12-16T20:41:46.721739
200,5972,67.85,3.235764,5.871364,54,100,2025-12-16T20:41:46.822586
200,6000,67.82,3.235825,5.871425,50,100,2025-12-16T20:41:46.923826
200,6000,67.8,3.235833,5.871433,54,100,2025-12-16T20:41:47.024889
198,6000,67.75,3.235933,5.871533,53,99.99,2025-12-16T20:41:47.125912
200,6000,67.73,3.235852,5.871452,58,100,2025-12-16T20:41:47.226820
200,6000,67.7,3.23595,5.87155,60,99.98,2025-12-16T20:41:47.327412
198,6000,67.66,3.235888,5.871488,65,100,2025-12-16T20:41:47.428082
196,6000,67.64,3.235847,5.871447,67,100,2025-12-16T20:41:47.529005
198,6000,67.62,3.235873,5.871473,65,99.82,2025-12-16T20:41:47.629836
198,5952,67.6,3.235897,5.871497,64,100,2025-12-16T20:41:47.730548
200,5995,67.58,3.235827,5.871427,62,100,2025-12-16T20:41:47.831209
200,5998,67.56,3.235733,5.871333,58,100,2025-12-16T20:41:47.931486
200,5982,67.54,3.235826,5.871426,54,100,2025-12-16T20:41:48.031977
200,5941,67.52,3.235741,5.871341,54,99.95,2025-12-16T20:41:48.132908
200,6000,67.47,3.235669,5.871269,49,99.83,2025-12-16T20:41:48.233587
200,5956,67.44,3.235616,5.871216,51,99.65,2025-12-16T20:41:48.333867
200,6000,67.39,3.23553,5.87113,47,99.67,2025-12-16T20:41:48.434171
200,6000,67.35,3.23547,5.87107,50,99.61,2025-12-16T20:41:48.534925
200,6000,67.31,3.235518,5.871118,55,99.94,2025-12-16T20:41:48.635507
198,6000,67.27,3.23555,5.87115,59,100,2025-12-16T20:41:48.736278
198,6000,67.22,3.235519,5.871119,54,100,2025-12-16T20:41:48.837036
200,6000,67.21,3.235587,5.871187,54,100,2025-12-16T20:41:48.937500
198,6000,67.18,3.235566,5.871166,57,100,2025-12-16T20:41:49.038560
200,6000,67.16,3.235589,5.871189,54,100,2025-12-16T20:41:49.139118
199,5977,67.11,3.235655,5.871255,51,100,2025-12-16T20:41:49.240108
200,5994,67.1,3.235636,5.871236,53,99.81,2025-12-16T20:41:49.340951
199,5988,67.09,3.235546,5.871146,53,99.78,2025-12-16T20:41:49.441709
197,6000,67.07,3.235596,5.871196,55,99.85,2025-12-16T20:41:49.542757
198,6000,67.04,3.235619,5.871219,57,100,2025-12-16T20:41:49.643634
199,6000,67.0,3.235599,5.871199,52,99.82,2025-12-16T20:41:49.744509
200,6000,66.97,3.235596,5.871196,53,99.77,2025-12-16T20:41:49.845291
199,5953,66.93,3.235618,5.871218,51,99.61,2025-12-16T20:41:49.946140
200,5974,66.91,3.235592,5.871192,48,100,2025-12-16T20:41:50.047133
198,5929,66.89,3.235557,5.871157,51,100,2025-12-16T20:41:50.147938
197,5961,66.84,3.235642,5.871242,51,99.94,2025-12-16T20:41:50.248707
200,6000,66.83,3.235705,5.871305,55,100,2025-12-16T20:41:50.349513
200,6000,66.81,3.235695,5.871295,53,99.88,2025-12-16T20:41:50.450363
200,5968,66.77,3.235782,5.871382,48,100,2025-12-16T20:41:50.551584
199,5993,66.74,3.23576,5.87136,52,100,2025-12-16T20:41:50.652629
200,6000,66.71,3.235715,5.871315,57,99.85,2025-12-16T20:41:50.753448
200,5969,66.7,3.235749,5.871349,59,99.99,2025-12-16T20:41:50.853989
200,6000,66.66,3.23577,5.87137,57,100,2025-12-16T20:41:50.954611
198,6000,66.63,3.235679,5.871279,60,99.83,2025-12-16T20:41:51.055331
197,6000,66.59,3.235626,5.871226,60,100,2025-12-16T20:41:51.155988
197,6000,66.55,3.235627,5.871227,58,99.96,2025-12-16T20:41:51.256950
195,6000,66.53,3.235639,5.871239,59,100,2025-12-16T20:41:51.357904
197,5987,66.52,3.235636,5.871236,62,100,2025-12-16T20:41:51.458570
197,6000,66.5,3.235707,5.871307,66,100,2025-12-16T20:41:51.559327
197,6000,66.47,3.235689,5.871289,66,100,2025-12-16T20:41:51.659945
199,6000,66.44,3.235723,5.871323,69,100,2025-12-16T20:41:51.760430
197,6000,66.4,3.235638,5.871238,73,100,2025-12-16T20:41:51.860797
200,6000,66.36,3.235555,5.871155,68,99.94,2025-12-16T20:41:51.961518
198,6000,66.34,3.235468,5.871068,71,100,2025-12-16T20:41:52.062039
200,5960,66.29,3.235408,5.871008,68,100,2025-12-16T20:41:52.163075
198,6000,66.26,3.235505,5.871105,70,99.92,2025-12-16T20:41:52.264218
198,5956,66.23,3.235592,5.871192,67,100,2025-12-16T20:41:52.365255
200,5948,66.18,3.235594,5.871194,68,99.86,2025-12-16T20:41:52.465894
200,5963,66.15,3.235522,5.871122,65,100,2025-12-16T20:41:52.566646
198,5969,66.11,3.23562,5.87122,61,100,2025-12-16T20:41:52.667713
198,5998,66.07,3.235623,5.871223,59,100,2025-12-16T20:41:52.768330
199,5970,66.03,3.235618,5.871218,64,100,2025-12-16T20:41:52.868899
200,5951,66.01,3.235666,5.871266,69,100,2025-12-16T20:41:52.969953
200,5960,65.99,3.235754,5.871354,74,100,2025-12-16T20:41:53.070677
200,5973,65.98,3.235664,5.871264,76,100,2025-12-16T20:41:53.171380
200,5980,65.93,3.235574,5.871174,76,100,2025-12-16T20:41:53.272090
199,5970,65.9,3.235608,5.871208,72,100,2025-12-16T20:41:53.373062
198,5962,65.86,3.235531,5.871131,76,100,2025-12-16T20:41:53.473979
198,6000,65.83,3.235502,5.871102,77,100,2025-12-16T20:41:53.574324
199,5975,65.81,3.235475,5.871075,73,100,2025-12-16T20:41:53.675228
199,6000,65.78,3.235507,5.871107,71,99.96,2025-12-16T20:41:53.775893
199,5962,65.76,3.235428,5.871028,71,100,2025-12-16T20:41:53.876887
199,6000,65.74,3.235493,5.871093,67,100,2025-12-16T20:41:53.978043
200,5974,65.69,3.235555,5.871155,72,100,2025-12-16T20:41:54.078826
199,6000,65.68,3.235554,5.871154,77,100,2025-12-16T20:41:54.179364
197,6000,65.65,3.23564,5.87124,79,100,2025-12-16T20:41:54.280026
196,5971,65.64,3.235572,5.871172,81,100,2025-12-16T20:41:54.380857
199,6000,65.6,3.235654,5.871254,81,100,2025-12-16T20:41:54.481850
197,6000,65.59,3.235571,5.871171,80,100,2025-12-16T20:41:54.582606
196,6000,65.57,3.235552,5.871152,83,100,2025-12-16T20:41:54.683530
194,5981,65.54,3.235499,5.871099,80,100,2025-12-16T20:41:54.784284
196,5964,65.5,3.235522,5.871122,76,99.93,2025-12-16T20:41:54.884798
199,5950,65.45,3.235549,5.871149,74,99.96,2025-12-16T20:41:54.985817
200,5992,65.43,3.235636,5.871236,69,99.82,2025-12-16T20:41:55.086365
200,6000,65.42,3.235665,5.871265,69,99.79,2025-12-16T20:41:55.187036
199,6000,65.4,3.235721,5.871321,64,100,2025-12-16T20:41:55.287866
198,6000,65.36,3.235731,5.871331,64,100,2025-12-16T20:41:55.388831
197,6000,65.33,3.235796,5.871396,59,99.95,2025-12-16T20:41:55.489707
196,6000,65.3,3.23576,5.87136,60,100,2025-12-16T20:41:55.590581
199,6000,65.27,3.235728,5.871328,58,100,2025-12-16T20:41:55.691516
200,6000,65.24,3.235751,5.871351,57,99.84,2025-12-16T20:41:55.792514
200,6000,65.2,3.235745,5.871345,56,100,2025-12-16T20:41:55.893141
200,6000,65.17,3.235719,5.871319,52,100,2025-12-16T20:41:55.994035
199,6000,65.14,3.235795,5.871395,53,100,2025-12-16T20:41:56.094715
200,5958,65.11,3.235871,5.871471,52,100,2025-12-16T20:41:56.195542
200,6000,65.07,3.235874,5.871474,49,100,2025-12-16T20:41:56.296381
200,5998,65.03,3.235878,5.871478,52,100,2025-12-16T20:41:56.397379
200,6000,65.0,3.235884,5.871484,56,100,2025-12-16T20:41:56.498328
198,5979,64.99,3.235821,5.871421,56,100,2025-12-16T20:41:56.599246
198,5977,64.96,3.23589,5.87149,58,100,2025-12-16T20:41:56.700021
200,6000,64.93,3.235963,5.871563,56,100,2025-12-16T20:41:56.800691
200,5962,64.9,3.23599,5.87159,59,99.89,2025-12-16T20:41:56.901933
199,6000,64.88,3.236035,5.871635,62,100,2025-12-16T20:41:57.002846
200,6000,64.83,3.235942,5.871542,64,100,2025-12-16T20:41:57.103662
198,5981,64.8,3.235869,5.871469,64,100,2025-12-16T20:41:57.204529
198,6000,64.76,3.235961,5.871561,65,99.84,2025-12-16T20:41:57.305691
199,5997,64.72,3.235953,5.871553,66,100,2025-12-16T20:41:57.406388
200,6000,64.7,3.236033,5.871633,70,100,2025-12-16T20:41:57.507094
198,6000,64.65,3.235983,5.871583,66,100,2025-12-16T20:41:57.608019
199,6000,64.62,3.236028,5.871628,64,100,2025-12-16T20:41:57.708827
200,6000,64.58,3.236023,5.871623,68,99.87,2025-12-16T20:41:57.809625
200,5972,64.54,3.236109,5.871709,72,99.81,2025-12-16T20:41:57.909976
198,5999,64.53,3.236057,5.871657,76,100,2025-12-16T20:41:58.010384
197,6000,64.51,3.235962,5.871562,81,100,2025-12-16T20:41:58.110969
200,6000,64.47,3.23596,5.87156,85,99.9,2025-12-16T20:41:58.211293
200,6000,64.45,3.235895,5.871495,90,100,2025-12-16T20:41:58.311601
200,6000,64.41,3.235868,5.871468,93,100,2025-12-16T20:41:58.411816
200,5971,64.39,3.235859,5.871459,94,99.87,2025-12-16T20:41:58.512135
200,6000,64.36,3.235904,5.871504,93,100,2025-12-16T20:41:58.612528
200,6000,64.33,3.235848,5.871448,90,100,2025-12-16T20:41:58.712735
200,6000,64.28,3.235846,5.871446,86,99.97,2025-12-16T20:41:58.813007
200,5986,64.24,3.235931,5.871531,90,100,2025-12-16T20:41:58.913563
199,6000,64.19,3.235876,5.871476,92,100,2025-12-16T20:41:59.014037
200,6000,64.17,3.235836,5.871436,87,99.93,2025-12-16T20:41:59.114560
200,5994,64.13,3.235933,5.871533,92,100,2025-12-16T20:41:59.215443
199,6000,64.1,3.235987,5.871587,92,100,2025-12-16T20:41:59.316641
200,6000,64.07,3.235965,5.871565,94,100,2025-12-16T20:41:59.417289
200,6000,64.05,3.235897,5.871497,91,100,2025-12-16T20:41:59.518314
199,6000,64.01,3.235986,5.871586,92,100,2025-12-16T20:41:59.619199
200,5970,64.0,3.236066,5.871666,93,99.96,2025-12-16T20:41:59.720439
199,5994,63.96,3.235985,5.871585,98,100,2025-12-16T20:41:59.821527
199,5969,63.91,3.235893,5.871493,100,99.89,2025-12-16T20:41:59.921742
198,6000,63.9,3.235926,5.871526,100,100,2025-12-16T20:42:00.022237
198,5989,63.86,3.235882,5.871482,100,99.9,2025-12-16T20:42:00.122745
197,6000,63.84,3.235828,5.871428,100,100,2025-12-16T20:42:00.223340
198,5998,63.81,3.235806,5.871406,100,100,2025-12-16T20:42:00.323786
199,6000,63.76,3.235763,5.871363,100,100,2025-12-16T20:42:00.424537
197,6000,63.72,3.235733,5.871333,100,100,2025-12-16T20:42:00.525455
200,5964,63.71,3.235814,5.871414,100,99.95,2025-12-16T20:42:00.626231
200,5983,63.67,3.235881,5.871481,100,100,2025-12-16T20:42:00.726875
200,5936,63.63,3.235863,5.871463,95,100,2025-12-16T20:42:00.827436
199,6000,63.58,3.235936,5.871536,100,99.85,2025-12-16T20:42:00.927975
200,6000,63.53,3.23595,5.87155,100,99.7,2025-12-16T20:42:01.028704
199,5994,63.5,3.235866,5.871466,96,99.52,2025-12-16T20:42:01.129476
197,5991,63.49,3.235902,5.871502,99,99.5,2025-12-16T20:42:01.229884
195,6000,63.45,3.235977,5.871577,100,99.84,2025-12-16T20:42:01.330402
194,6000,63.42,3.235897,5.871497,100,99.69,2025-12-16T20:42:01.431097
192,6000,63.4,3.235841,5.871441,98,100,2025-12-16T20:42:01.531547
191,6000,63.38,3.235827,5.871427,100,100,2025-12-16T20:42:01.632072
190,6000,63.36,3.235845,5.871445,99,100,2025-12-16T20:42:01.732508
191,5962,63.35,3.235921,5.871521,99,100,2025-12-16T20:42:01.833814
194,6000,63.31,3.235895,5.871495,100,100,2025-12-16T20:42:01.934736
197,5977,63.3,3.235828,5.871428,100,100,2025-12-16T20:42:02.035438
199,5982,63.26,3.235917,5.871517,100,99.83,2025-12-16T20:42:02.135854
200,5976,63.24,3.23598,5.87158,100,99.71,2025-12-16T20:42:02.236624
200,6000,63.21,3.235979,5.871579,97,100,2025-12-16T20:42:02.337014
200,6000,63.17,3.236004,5.871604,93,100,2025-12-16T20:42:02.437205
200,5959,63.15,3.23603,5.87163,94,99.9,2025-12-16T20:42:02.537456
198,5913,63.1,3.235969,5.871569,91,100,2025-12-16T20:42:02.637854
199,5978,63.08,3.235937,5.871537,93,100,2025-12-16T20:42:02.738225
200,5958,63.04,3.236017,5.871617,95,100,2025-12-16T20:42:02.838490
200,6000,63.0,3.235961,5.871561,98,100,2025-12-16T20:42:02.939238
200,6000,62.98,3.236013,5.871613,93,99.99,2025-12-16T20:42:03.039966
200,6000,62.97,3.236065,5.871665,88,99.88,2025-12-16T20:42:03.140594
200,6000,62.94,3.23605,5.87165,83,100,2025-12-16T20:42:03.241150
200,5971,62.91,3.236101,5.871701,79,100,2025-12-16T20:42:03.341585
200,5990,62.89,3.236117,5.871717,74,99.96,2025-12-16T20:42:03.442369
199,5973,62.86,3.236161,5.871761,73,100,2025-12-16T20:42:03.542794
197,6000,62.84,3.236069,5.871669,69,99.93,2025-12-16T20:42:03.643221
196,6000,62.82,3.235977,5.871577,70,100,2025-12-16T20:42:03.743871
194,6000,62.8,3.236002,5.871602,75,99.87,2025-12-16T20:42:03.844391
194,6000,62.78,3.235975,5.871575,76,99.96,2025-12-16T20:42:03.944739
197,6000,62.75,3.236035,5.871635,73,100,2025-12-16T20:42:04.045032
197,6000,62.7,3.235983,5.871583,69,100,2025-12-16T20:42:04.145691
197,6000,62.67,3.235912,5.871512,65,100,2025-12-16T20:42:04.246091
195,6000,62.63,3.235852,5.871452,70,100,2025-12-16T20:42:04.346809
197,6000,62.61,3.235934,5.871534,65,100,2025-12-16T20:42:04.447640
196,6000,62.58,3.235903,5.871503,69,99.83,2025-12-16T20:42:04.548550
197,6000,62.53,3.235832,5.871432,74,100,2025-12-16T20:42:04.649850
195,5991,62.48,3.235771,5.871371,78,100,2025-12-16T20:42:04.750812
195,6000,62.46,3.235825,5.871425,81,100,2025-12-16T20:42:04.851754
198,6000,62.42,3.235882,5.871482,77,99.84,2025-12-16T20:42:04.952734
196,6000,62.41,3.235932,5.871532,77,100,2025-12-16T20:42:05.053814
196,6000,62.4,3.235986,5.871586,81,100,2025-12-16T20:42:05.154758
199,6000,62.36,3.236,5.8716,85,100,2025-12-16T20:42:05.255871
198,6000,62.33,3.235962,5.871562,81,100,2025-12-16T20:42:05.356560
200,6000,62.3,3.235874,5.871474,84,100,2025-12-16T20:42:05.457324
198,5982,62.25,3.235912,5.871512,88,100,2025-12-16T20:42:05.558353
199,5999,62.23,3.235934,5.871534,92,99.99,2025-12-16T20:42:05.659262
200,5956,62.21,3.236029,5.871629,94,100,2025-12-16T20:42:05.760063
199,5912,62.17,3.235933,5.871533,95,100,2025-12-16T20:42:05.861314
199,5922,62.13,3.235948,5.871548,94,100,2025-12-16T20:42:05.962112
199,5939,62.09,3.235881,5.871481,99,100,2025-12-16T20:42:06.062893
200,6000,62.06,3.235868,5.871468,98,99.82,2025-12-16T20:42:06.163594
199,6000,62.03,3.235795,5.871395,100,99.78,2025-12-16T20:42:06.264048
200,6000,62.01,3.235699,5.871299,98,99.91,2025-12-16T20:42:06.364482
199,6000,61.98,3.235745,5.871345,100,99.86,2025-12-16T20:42:06.464783
200,6000,61.94,3.235654,5.871254,100,100,2025-12-16T20:42:06.565723
200,6000,61.92,3.235561,5.871161,100,99.87,2025-12-16T20:42:06.666878
200,6000,61.9,3.235547,5.871147,98,100,2025-12-16T20:42:06.767412
199,5970,61.86,3.235593,5.871193,100,99.84,2025-12-16T20:42:06.868347
197,6000,61.84,3.235637,5.871237,100,100,2025-12-16T20:42:06.969161
197,6000,61.81,3.235592,5.871192,100,99.82,2025-12-16T20:42:07.069940
198,6000,61.76,3.235599,5.871199,100,100,2025-12-16T20:42:07.171065
197,6000,61.74,3.235594,5.871194,99,99.83,2025-12-16T20:42:07.272106
200,5999,61.71,3.235669,5.871269,98,100,2025-12-16T20:42:07.372769
198,5982,61.66,3.235619,5.871219,95,99.99,2025-12-16T20:42:07.473513
199,5979,61.64,3.235645,5.871245,96,100,2025-12-16T20:42:07.574273
199,5938,61.6,3.235709,5.871309,100,100,2025-12-16T20:42:07.674908
200,6000,61.56,3.235736,5.871336,100,100,2025-12-16T20:42:07.775598
198,6000,61.54,3.235778,5.871378,100,100,2025-12-16T20:42:07.876267
197,6000,61.49,3.235692,5.871292,100,99.81,2025-12-16T20:42:07.977064
200,6000,61.48,3.235698,5.871298,100,99.62,2025-12-16T20:42:08.078257
198,6000,61.45,3.235697,5.871297,100,99.52,2025-12-16T20:42:08.179047
196,5951,61.43,3.235662,5.871262,99,99.84,2025-12-16T20:42:08.280298
198,5908,61.39,3.235624,5.871224,94,99.78,2025-12-16T20:42:08.381105
200,5905,61.37,3.235627,5.871227,94,99.75,2025-12-16T20:42:08.482234
199,5979,61.34,3.235665,5.871265,89,99.57,2025-12-16T20:42:08.583467
200,5974,61.3,3.235581,5.871181,86,99.77,2025-12-16T20:42:08.684695
198,5939,61.29,3.235566,5.871166,83,100,2025-12-16T20:42:08.785645
197,5891,61.28,3.235467,5.871067,80,99.96,2025-12-16T20:42:08.887445
199,5955,61.24,3.235503,5.871103,79,100,2025-12-16T20:42:08.988771
200,5916,61.21,3.235583,5.871183,76,99.92,2025-12-16T20:42:09.089519
200,5902,61.18,3.235533,5.871133,78,100,2025-12-16T20:42:09.190306
198,5896,61.16,3.235593,5.871193,79,100,2025-12-16T20:42:09.291126
200,5988,61.12,3.235539,5.871139,74,100,2025-12-16T20:42:09.392301
200,5950,61.1,3.235443,5.871043,75,100,2025-12-16T20:42:09.492911
200,6000,61.06,3.235438,5.871038,80,100,2025-12-16T20:42:09.593914
198,6000,61.02,3.235398,5.870998,77,100,2025-12-16T20:42:09.694273
198,6000,60.97,3.235412,5.871012,75,100,2025-12-16T20:42:09.794760
196,6000,60.94,3.235412,5.871012,80,100,2025-12-16T20:42:09.895226
197,5979,60.92,3.235424,5.871024,80,100,2025-12-16T20:42:09.995879
197,5977,60.9,3.235438,5.871038,79,100,2025-12-16T20:42:10.096362
197,6000,60.88,3.235368,5.870968,78,100,2025-12-16T20:42:10.197041
197,6000,60.87,3.235367,5.870967,75,99.93,2025-12-16T20:42:10.297878
198,5954,60.82,3.235352,5.870952,78,99.79,2025-12-16T20:42:10.398546
199,6000,60.81,3.235374,5.870974,76,99.78,2025-12-16T20:42:10.499000
200,5979,60.78,3.235389,5.870989,80,100,2025-12-16T20:42:10.599966
200,5978,60.73,3.235328,5.870928,82,100,2025-12-16T20:42:10.700647
200,5931,60.7,3.235289,5.870889,78,100.0,2025-12-16T20:42:10.801666
200,5986,60.68,3.235333,5.870933,74,100,2025-12-16T20:42:10.901968
200,5985,60.67,3.235428,5.871028,74,100,2025-12-16T20:42:11.002622
198,6000,60.64,3.235362,5.870962,75,99.97,2025-12-16T20:42:11.103679
197,6000,60.59,3.235428,5.871028,70,99.98,2025-12-16T20:42:11.204530
199,6000,60.56,3.235435,5.871035,70,99.92,2025-12-16T20:42:11.305255
197,6000,60.53,3.235522,5.871122,66,100,2025-12-16T20:42:11.406227
197,5963,60.5,3.235607,5.871207,66,99.87,2025-12-16T20:42:11.507131
195,6000,60.45,3.235659,5.871259,62,100,2025-12-16T20:42:11.607719
197,6000,60.44,3.235721,5.871321,67,100,2025-12-16T20:42:11.708079
198,5992,60.4,3.235714,5.871314,68,100,2025-12-16T20:42:11.808471
198,5979,60.36,3.235805,5.871405,71,100,2025-12-16T20:42:11.908750
200,5935,60.33,3.235745,5.871345,74,100,2025-12-16T20:42:12.009047
198,5949,60.29,3.235744,5.871344,77,99.9,2025-12-16T20:42:12.109667
200,5966,60.25,3.235762,5.871362,78,99.98,2025-12-16T20:42:12.209999
198,5961,60.23,3.235714,5.871314,75,100,2025-12-16T20:42:12.311003
200,6000,60.2,3.235642,5.871242,76,99.85,2025-12-16T20:42:12.411521
200,6000,60.17,3.235572,5.871172,75,99.69,2025-12-16T20:42:12.512427
200,6000,60.13,3.235523,5.871123,72,99.69,2025-12-16T20:42:12.613370
200,5956,60.1,3.235606,5.871206,69,99.81,2025-12-16T20:42:12.713956
200,6000,60.09,3.235645,5.871245,70,100,2025-12-16T20:42:12.814770
200,6000,60.07,3.235709,5.871309,70,100,2025-12-16T20:42:12.915955
200,6000,60.03,3.235699,5.871299,67,100,2025-12-16T20:42:13.016875
199,6000,59.99,3.235604,5.871204,70,99.96,2025-12-16T20:42:13.117572
199,5953,59.94,3.235615,5.871215,67,100,2025-12-16T20:42:13.218580
197,5972,59.93,3.235695,5.871295,62,100,2025-12-16T20:42:13.319355
198,5939,59.88,3.235702,5.871302,57,100,2025-12-16T20:42:13.420278
198,5972,59.86,3.235781,5.871381,60,100,2025-12-16T20:42:13.520757
199,6000,59.84,3.235768,5.871368,56,100,2025-12-16T20:42:13.621400
199,6000,59.8,3.23572,5.87132,57,100,2025-12-16T20:42:13.722126
197,5991,59.78,3.235669,5.871269,59,100,2025-12-16T20:42:13.822650
196,5970,59.76,3.235739,5.871339,58,100,2025-12-16T20:42:13.923071
198,6000,59.74,3.235762,5.871362,58,100,2025-12-16T20:42:14.023687
198,6000,59.7,3.235782,5.871382,62,100,2025-12-16T20:42:14.124343
200,6000,59.65,3.235779,5.871379,62,99.91,2025-12-16T20:42:14.225343
200,5967,59.63,3.235817,5.871417,65,99.73,2025-12-16T20:42:14.325824
200,5987,59.6,3.235801,5.871401,68,99.74,2025-12-16T20:42:14.426547
200,5955,59.56,3.235782,5.871382,66,99.6,2025-12-16T20:42:14.527467
198,5957,59.55,3.23573,5.87133,64,100,2025-12-16T20:42:14.628456
200,5970,59.5,3.235733,5.871333,60,100,2025-12-16T20:42:14.729469
199,6000,59.49,3.235714,5.871314,63,100,2025-12-16T20:42:14.829951
197,5957,59.47,3.235655,5.871255,68,100,2025-12-16T20:42:14.930752
196,6000,59.42,3.23559,5.87119,64,99.87,2025-12-16T20:42:15.031143
199,5961,59.4,3.235529,5.871129,64,100,2025-12-16T20:42:15.132642
200,6000,59.39,3.235617,5.871217,61,100,2025-12-16T20:42:15.233701
200,6000,59.36,3.235701,5.871301,62,99.95,2025-12-16T20:42:15.334417
200,5959,59.32,3.235646,5.871246,60,100,2025-12-16T20:42:15.435490
199,6000,59.28,3.235609,5.871209,60,100,2025-12-16T20:42:15.536738
199,6000,59.26,3.235704,5.871304,63,100,2025-12-16T20:42:15.637680
197,5977,59.24,3.235618,5.871218,63,100,2025-12-16T20:42:15.738725
198,5963,59.21,3.235645,5.871245,63,100,2025-12-16T20:42:15.840178
200,6000,59.16,3.235723,5.871323,63,99.87,2025-12-16T20:42:15.941246
200,6000,59.15,3.235815,5.871415,67,99.92,2025-12-16T20:42:16.042059
200,6000,59.12,3.235724,5.871324,63,99.94,2025-12-16T20:42:16.142465
200,6000,59.08,3.235649,5.871249,58,100,2025-12-16T20:42:16.242983
200,6000,59.06,3.235568,5.871168,56,100,2025-12-16T20:42:16.343917
200,6000,59.04,3.235577,5.871177,58,100,2025-12-16T20:42:16.444554
199,6000,59.03,3.235649,5.871249,57,100,2025-12-16T20:42:16.545579
200,5983,58.99,3.235653,5.871253,59,99.83,2025-12-16T20:42:16.646325
200,6000,58.96,3.235555,5.871155,59,100,2025-12-16T20:42:16.747317
200,6000,58.92,3.235484,5.871084,64,100,2025-12-16T20:42:16.847858
200,6000,58.9,3.235452,5.871052,63,100,2025-12-16T20:42:16.948355
200,5975,58.86,3.235499,5.871099,67,100,2025-12-16T20:42:17.049609
